date,id,content,media,username
2023-04-10 17:02:57+00:00,1645472446370418688,#Day42 for #100DaysOfCode Today I learned about Enumerate Function in #Python :),,PrinceDonda2
2023-04-10 17:01:55+00:00,1645472186608517156,"DEADLINE ALERT 🚨🚨 Only one week to go in the #Pygames #MicrosoftHackathon 🎮 Have you gotten started on your submission? 

Time is running out! 

#Python #GameDev @MSDev

&gt;&gt; https://t.co/7rM3TpiS3r https://t.co/x2abzcmWYP","[Photo(previewUrl='https://pbs.twimg.com/media/FtXkPBIWAAcG40s?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FtXkPBIWAAcG40s?format=png&name=orig', altText=None)]",devpost
2023-04-10 17:01:20+00:00,1645472040869036048,"📢📢 ¡Atención recién egresados y estudiantes universitarios o técnicos! 👩🏻‍🎓👨🏻‍🎓
¿Quieren iniciar su carrera en el apasionante mundo del Análisis de Datos? 🔥 ¡Programa tu asesoría gratuita hoy mismo!👉🏻 https://t.co/3wur54gnyz

#python #analisisdedatos #bigdata #programing #dsrp https://t.co/AiMKMFNo6S","[Photo(previewUrl='https://pbs.twimg.com/media/FtXkGV5WAA4cf40?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXkGV5WAA4cf40?format=jpg&name=orig', altText=None)]",DataScience_Pe
2023-04-10 17:00:34+00:00,1645471848493088795,"[#Infographic] How to win in #ArtificialIntelligence?

By @antgrasso

Via @SwissCognitive

#AI #DataScience #BigData #DataAnalytics #DataScientist #DataManagement #MachineLearning #Business #Technology #Innovation #Python #RStats #TensorFlow #JavaScript #Programming #Coding https://t.co/gCAMBpotL2","[Photo(previewUrl='https://pbs.twimg.com/media/FtXj7QVWAA865V0?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXj7QVWAA865V0?format=jpg&name=orig', altText=None)]",TrinusOfficial
2023-04-10 17:00:17+00:00,1645471777676460049,"#!/usr/bin/env perl
$z='abc123eieioabc123';
($z =~ 'eieio' ?  print ""1\n"" : print ""0\n"");

Running it, we get 

joe@hermes:~$ perl https://t.co/WzRAEQEwCi
1

#perl regex is the baseline.  To make this work in #python I have to add additional information to the regex  4/",,hpcjoe
2023-04-10 17:00:08+00:00,1645471738610999296,"2023/04/11 02:00のトレンド1位は #utapri_otoya_BD2023 !! #python, #Mecab, #wordcloud https://t.co/ITuYQ04uhm","[Photo(previewUrl='https://pbs.twimg.com/media/FtXj06IaAAAQBbV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXj06IaAAAQBbV?format=jpg&name=orig', altText=None)]",PythonBot0728
2023-04-10 17:00:05+00:00,1645471727873294353,"Top 5 category on twitch right now : 
Just Chatting 🔄 
League of Legends 🔄 
Sports 🔄 
VALORANT 🔄 
Grand Theft Auto V 🔄 
🐸🤖🍪 
 #twitch #gaming #twitchstreamer #livestream #python #bot",,TopFiveTwitch
2023-04-10 17:00:05+00:00,1645471726837583874,"I'm an #Armbian based #Python scripted bot
This is my hourly #Pihole report:

Ads Blocked: 25864
Percentage Blocked Today: 39 
DNS Queries Today: 65382
Domains Blocked: 244307

Time and date: 01:00 04-11-2023",,ArmbianBot
2023-04-10 17:00:03+00:00,1645471716724834325,"🐬 Samsara is hiring Software Engineer 

🌇 Poland 
💪 #FullStack #python #java #aws #microservices #go 

#tech #softwareengineer #jobs 
https://t.co/64AeKGrI8Q",,echojobs_io
2023-04-10 17:00:02+00:00,1645471713650409493,"🔥 Mobileye, an Intel Company is hiring Experienced Python Developer 

🌇 Haifa, Israel, Israel 
💪 #Backend #python #r #cpp #cplusplus #shell 

#tech #softwareengineer #jobs 
https://t.co/xoNmvRgreO",,echojobs_io
2023-04-10 17:00:02+00:00,1645471713147199488,::Just a Moment:: #python #raspberrypi #cpu My Current CPU Temperature is 45.6 C,,earaspi
2023-04-10 17:00:00+00:00,1645471704460787712,A python entered a cow enclosure attacking and hanging on to a calf. #python #cow #farmers https://t.co/TtFIB4h7Zu,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1645255109864214529/pu/img/cBRlGNzErmMp6yZ5.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1645255109864214529/pu/vid/540x540/UMCUroZmbGRiPw6C.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645255109864214529/pu/vid/720x720/OWIQkfYaQbIiltIE.mp4?tag=12', contentType='video/mp4', bitrate=1280000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645255109864214529/pu/vid/320x320/Gyztg11jQG8SNHwP.mp4?tag=12', contentType='video/mp4', bitrate=432000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645255109864214529/pu/pl/43YaLqIX8RFH52wN.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=44.833, views=1190, altText=None)]",WildlifeRAW
2023-04-10 16:59:09+00:00,1645471493093203974,Implement GoReleaser https://t.co/1Zae6JYJvZ #github #Python #Shell #Go #Nix,,first_issues
2023-04-10 16:59:09+00:00,1645471490543071232,segmented result json https://t.co/bVCrLTBGgi #github #Python #Shell,,first_issues
2023-04-10 16:57:00+00:00,1645470948747771912,"Why You Should Learn Python: The Best Programming Language for Beginners
{ by @dotnuel } from @hashnode

#python #beginners #beginnersguide #programminglanguages #dotnuel https://t.co/XooudbqGz9",,dotnuel
2023-04-10 16:56:00+00:00,1645470699253792794,"@McKatala @driscollis @CodingComputing @RealBenjizo @PythonWithRune @clcoding @CodingMantras Perfect explanation

Stay tuned for the next #Python  #quizzes",,DanielK_phd
2023-04-10 16:55:53+00:00,1645470669662978056,There have been 12 visits in the last  16 Minuites in the this nestbox. #bluetit #nestbox #nature #gatwick #RaspberryPi #python #opencv #picamera2 https://t.co/zhRpjqnSls,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1645470640877469702/pu/img/YKPg1yvs7dt85Q47.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1645470640877469702/pu/vid/360x270/mKdI8Wnwd0jwIUYv.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645470640877469702/pu/vid/400x300/Jb_5fYGBS8BCnGwu.mp4?tag=12', contentType='video/mp4', bitrate=832000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645470640877469702/pu/pl/cZlbcK4k2xJNACUW.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=20.6, views=0, altText=None)]",pgoodgame
2023-04-10 16:55:07+00:00,1645470476032933899,"@matt_damour @driscollis @CodingComputing @RealBenjizo @PythonWithRune @clcoding @CodingMantras Hi Matthew
the second line of your #Python explanations needs a small corrections

Can you guess which one ?",,DanielK_phd
2023-04-10 16:55:04+00:00,1645470463768907776,"Metrics from #TestAutomation to measure your #DevOps success [#Infographic]  

#Cloud #AWS #Programming #CloudComputing #Technology #Developer #Linux #Python #Coding #Azure #Software #IoT #CyberSecurity #Kubernetes #CSS #JavaScript #Testing #Automation #DevOpsEngineer https://t.co/PuFbKLIAN7","[Photo(previewUrl='https://pbs.twimg.com/media/FtXiqrKWAA8YY_I?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXiqrKWAA8YY_I?format=jpg&name=orig', altText=None)]",NovigoSolutions
2023-04-10 16:54:53+00:00,1645470418784878598,"I'm having a ""one of these is not like the others"" day with #python and its re (regex) package.  Basically, a very simple regex test that should work, is not working without additional regex specification.

This extra spec should not be needed if regex was implemented     1/",,hpcjoe
2023-04-10 16:53:00+00:00,1645469942236561408,"https://t.co/AdNM1NCpW8

We are excited to announce the release of version 7 of our #Bulk #Product #Sync #plugin, now available as a Google Add-On 

#MachineLearning #Analytics #AI #IIoT #Python #RStats #JavaScript #ReactJS #Programming #Coding #ThursdayThoughts #TheMandalorian📷 https://t.co/O7OItQybJH","[Photo(previewUrl='https://pbs.twimg.com/media/Fs9yV0qagAA_k3a?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fs9yV0qagAA_k3a?format=jpg&name=orig', altText='https://najeebmedia.com/blog/bulk-product-sync-product-management/\n\nWe are excited to announce the release of version 7 of our #Bulk #Product #Sync #plugin, now available as a Google Add-On for even more convenient \n#productmanagement\n#MachineLearning #Analytics #AI #IIoT #Python #RStats #JavaScript #ReactJS #Programming #Coding #ThursdayThoughts #TheMandalorian📷')]",nmedia82
2023-04-10 16:52:13+00:00,1645469746710626304,"Check out this awesome tutorial from @NeuralNine on how to build an #authentication system in Flask and React using Descope.

🔗: https://t.co/z1MZRXNEaj

#flask #react #python #pythonprogramming #programming #tutorial",,descopeinc
2023-04-10 16:51:52+00:00,1645469658559188992,"@simonw Kind of related, but not specific to API oriented, but more to idioms oriented 

#clojure #elixir #rust #python

https://t.co/LhxDX0tlvE",,tyoc213
2023-04-10 16:51:26+00:00,1645469550190657549,"Dicas

#python #datascience https://t.co/jP5P1Aw6sd","[Photo(previewUrl='https://pbs.twimg.com/media/FtXhZBnX0AMPyg_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXhZBnX0AMPyg_?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FtXhzqgWABkybSm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXhzqgWABkybSm?format=jpg&name=orig', altText=None)]",RamonSorama
2023-04-10 16:49:57+00:00,1645469175798702080,There have been 34 movement(s) in the last  30 Minuites in the nestbox. #bluetit #nestbox #nature #gatwick #RaspberryPi #python #opencv #picamera2 #Arducam #STARVIS https://t.co/PFZfgVq3JH,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1645469162238509069/pu/img/aYGjZeC4y6BI9KF9.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1645469162238509069/pu/vid/320x180/3VrATpsbEi2xW6Ml.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645469162238509069/pu/pl/JPRsNR5e1UH7PRF_.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=107.266, views=0, altText=None)]",pgoodgame
2023-04-10 16:49:31+00:00,1645469066587688960,Many people just prefer pandas. #python #datascience,,ponderdata
2023-04-10 16:49:11+00:00,1645468984907530267,"I just earned the Puzzle Badge on Codédex! 🧩 https://t.co/UyZIQtozsr #Python #Codedex @codedex_io 
I'm still working on a different way to resolve it.🥳","[Photo(previewUrl='https://pbs.twimg.com/media/FsjgXbZWYAIQsud?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FsjgXbZWYAIQsud?format=jpg&name=orig', altText=None)]",So_MaxB
2023-04-10 16:48:08+00:00,1645468718783430658,Typo in https://t.co/vhoNMfWlfl https://t.co/U9UZ70AvZv #github #Python,,first_issues
2023-04-10 16:48:03+00:00,1645468698335952897,@mathsppblog @SaveToNotion #thread #python #pathlib,,pili683
2023-04-10 16:47:27+00:00,1645468545390608401,"Day 16 : #100DaysOfCode challenge

Coffee Machine

I'm following #100daysofpython course by @yu_angela from #udemy 

#learningbydoing #python #codingrah #learningPython #ai #gamedev #webdev #100Days100Projects #udemy #game #CoffeeTime  #Coffee https://t.co/oLKuj8geft","[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1645468498053804034/pu/img/Ctlb_o_TnmycYIbj.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1645468498053804034/pu/vid/480x852/f553WIZVjSt7-uIL.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645468498053804034/pu/vid/320x568/eocx2C0s_YcpEAyR.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645468498053804034/pu/vid/720x1280/5AuLet7n-pQ9DpJJ.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1645468498053804034/pu/pl/q9L5-NOSwGl8IHA4.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=42.517, views=7, altText=None)]",Rahul_codingrah
2023-04-10 16:47:13+00:00,1645468489266745346,"Starting over with the #100DaysOfCode with #Python tomorrow (again).

This time, I'd dedicate only a certain amount of hours into it per day.

6 hours each day. For 100 days.
And I would also want to have an accountability partner this time.

Let's do this. https://t.co/O9mMcN7Agy","[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FtXg3MEWABABkuJ.jpg', variants=[VideoVariant(url='https://video.twimg.com/tweet_video/FtXg3MEWABABkuJ.mp4', contentType='video/mp4', bitrate=0)], altText='Jack Black Yes GIF')]",Dev_Enos
2023-04-10 16:45:55+00:00,1645468160974548992,"❤️ Love pandas and want to supercharge your workflows? Start Pondering today: https://t.co/bV8RC8mkVv

#python #datascience #pandas",,dorisjlee
2023-04-10 16:45:09+00:00,1645467968854163464,This Hours Photo: #weather #minnesota #photo #raspberrypi #python https://t.co/3yDdBihFpR,"[Photo(previewUrl='https://pbs.twimg.com/media/FtXgZe-WAAknnHJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXgZe-WAAknnHJ?format=jpg&name=orig', altText=None)]",earaspi
2023-04-10 16:45:02+00:00,1645467938520956929,"To create a class that inherits from another class in #Python, after the class name you'll put parentheses and then list any classes that your class inherits from.

class MyClass(MyParentClass):
    pass

https://t.co/mJUeatZkaf",,PythonMorsels
2023-04-10 16:44:28+00:00,1645467795801473024,"Don’t let bugs stop you, let them motivate you.🐞
#python #programming #coding #developer #coder
#python #datascience #machinelearning #artificialintelligence #data https://t.co/MbPLvhZkYz","[Photo(previewUrl='https://pbs.twimg.com/media/FtXgN46WABQEZwS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXgN46WABQEZwS?format=jpg&name=orig', altText=None)]",SolutionMits
2023-04-10 16:43:27+00:00,1645467538497712128,"@gopi86 @driscollis @CodingComputing @RealBenjizo @PythonWithRune @clcoding @CodingMantras Could you explain why ?

#Python",,DanielK_phd
2023-04-10 16:43:10+00:00,1645467470784864256,"Here's my #day4 submission for the #30DayChartChallenge - Historical decline in the number of flights.

The #DataVisualization was done in #Python using #seaborn and #matplotlib. The code will be in the next tweet.

This visual was inspired by @tanya_shapiro's Netflix viz. https://t.co/4WTNN8cOaH","[Photo(previewUrl='https://pbs.twimg.com/media/FtXf8CHWAAAf_x4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXf8CHWAAAf_x4?format=jpg&name=orig', altText='Decline in the number of flights due to COVID-19')]",masaldzhiyski
2023-04-10 16:41:54+00:00,1645467151162023936,"How to plot Histograms using Matplotlib in Python. #python #matplotlib #histogram 
https://t.co/DA32IqDf2u",,weizhang2508
2023-04-10 16:41:34+00:00,1645467066034421782,"Regression analysis at a glance 

#ArtificialIntelligence #AI #ML #DataScience #DataScientists #CodeNewbies #Tech #deeplearning #CyberSecurity #Python #Coding  #javascript #rstats #100DaysOfCode #programming #Linux #IoT #IIoT #BigData https://t.co/DZhTcGgdOU","[Photo(previewUrl='https://pbs.twimg.com/media/FtXfky8WAAYiVT6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXfky8WAAYiVT6?format=jpg&name=orig', altText=None)]",briancheloti1
2023-04-10 16:41:29+00:00,1645467046522785792,"Jokes in Python made by Sis!!😅
#100DaysOfCode #Python https://t.co/IOC4wQSFbw","[Photo(previewUrl='https://pbs.twimg.com/media/FtXfhFFWABsnSik?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FtXfhFFWABsnSik?format=jpg&name=orig', altText=None)]",Hi_IamSaira
